content,score,thumbsUpCount,at,clean_content
saya suka,4,0,2021-11-24 08:04:25,suka
Sippp,4,0,2021-06-01 22:17:57,sippp
Aplikasi yang bagus.... semua barang yang saya beli sesuai dengan yang ada di aplikasi. Terima kasih Tokopedia....,4,0,2022-05-02 09:25:23,aplikasi bagu barang beli sesuai aplikasi terima kasih tokopedia
Oi Aldi main bola yok nanti sore,4,0,2021-05-22 04:36:24,oi aldi main bola yok sore
baik,4,0,2021-06-26 07:32:11,
makasih banyak toko pedia,4,0,2021-07-18 05:37:57,makasih toko pedia
Kok blm ada pengiriman pakai jnt cargo min,4,0,2022-11-29 15:21:11,blm pengiriman pakai jnt cargo min
Keren,4,0,2023-01-26 15:37:56,keren
Bagus apk y,4,0,2022-06-08 09:27:46,bagu apk y
baiiiik,4,0,2022-01-27 05:47:42,baiiiik
suka belanja disini,4,0,2021-08-25 16:15:57,suka belanja
Masih byk toko/produk yg blm msk ke ecommerce ini. Tapi overall masih membantu. Banyakin promo dong,4,0,2022-11-05 14:05:56,byk tokoproduk yg blm msk ecommerc overal membantu banyakin promo
Sementara dlu mau lihat hasil nya,4,0,2021-09-26 08:36:55,dlu lihat hasil nya
Sudah lebih baik. Sudah mengakomodir buyer agar tidak dirugikan krn harus 2 mngeluarkan ongkir utk retur brg krn kesalahan seller. Tnggl akomodir agar seller tdk dirugikan oleh kesalahan buyer. Berikan opsi utk menerima atau menolak retur brg yg dikarenakan kesalahan buyer. Semoga segera di realisasikan.,4,24,2021-06-16 12:06:02,mengakomodir buyer dirugikan krn mngeluarkan ongkir utk retur brg krn kesalahan seller tnggl akomodir seller tdk dirugikan kesalahan buyer opsi utk menerima menolak retur brg yg kesalahan buyer semoga realisasikan
mantul,4,0,2022-10-11 19:48:30,mantul
makasih tokped..promo Rp0 nya.,4,0,2021-12-02 15:01:21,makasih tokpedpromo rp nya
lumayan banyak promonya,4,0,2021-12-03 07:13:02,lumayan promonya
Joz,4,0,2021-10-18 12:18:31,joz
Yupz,4,0,2021-11-09 15:35:32,yupz
Semoga ga jadi beban lgi,4,0,2021-11-03 09:42:18,semoga ga beban lgi
baru nyoba sih.. semoga makin berkah tokopedia.,4,0,2021-09-14 07:15:40,nyoba sih semoga berkah tokopedia
sip udah bener,4,0,2022-01-27 09:58:59,sip udah bener
Lama downloadny,4,0,2021-07-16 07:52:28,downloadni
harga murah,4,0,2021-06-22 13:27:02,harga murah
Akhir2 ini sering nge lag.. tambah berat aplikasi nya,4,0,2022-06-22 05:53:01,nge lag berat aplikasi nya
beli barang di toko pedia harganya murah juga sesuai dengan apa yang di ingikan tapi sayangnya ongkirnya terlalu mahal,4,0,2022-08-24 21:46:45,beli barang toko pedia harganya murah sesuai ingikan sayangnya ongkirnya mahal
kakaku katanya bapat 0 rupiah dari tokopebia jadi aku bonlot toko pedia 😍😍😍😍😍😍😍😍😍😍😍😍😍,4,0,2021-11-18 11:54:42,kakaku bapat rupiah tokopebia bonlot toko pedia
Ok,4,0,2021-07-28 11:38:52,ok
"Xcq,😗🐨🐸🐵☺rasa ccszz Dx zs",4,0,2021-08-19 03:01:00,xcqrasa ccszz dx zs
ok,4,0,2021-10-10 12:20:17,ok
belanja jadi hemat,4,0,2022-12-01 16:08:43,belanja hemat
Oke aja,4,0,2021-12-14 01:44:06,oke aja
Sippppp,4,0,2022-09-19 15:28:53,sippppp
baik,4,0,2022-10-01 18:06:29,
Bagus,4,0,2022-01-10 09:18:01,bagu
Bagus membantu sekali,4,0,2022-11-07 03:53:17,bagu membantu
"mantaaap,,,,, tp yg bikin sebel itu pengiriman ekspedisix yg pake anteraja, knp kok dilama²in, & untuk bonus² tambahinlh biar kita semangat lgi buat belanja ditopked ini",4,0,2021-11-02 22:09:53,mantaaap tp yg bikin sebel pengiriman ekspedisix yg pake anteraja knp dilamain bonu tambahinlh biar semangat lgi belanja ditopk
Saya kasih bintang 4 dulu ya Tolong dong untuk metode pembayaran tambahkan metode apk dana biar lebih mudah transaksinya,4,0,2021-10-18 17:24:48,kasih bintang ya tolong metod pembayaran tambahkan metod apk dana biar mudah transaksinya
Banyak reseller yg masih bertele tele ketika dituntut tanggung jawab barang yg tdk sesuai,4,0,2021-08-25 06:17:38,resel yg bertel tele dituntut tanggung barang yg tdk sesuai
coba,4,0,2021-07-11 17:22:14,coba
baik bagus lumayan,4,0,2021-10-18 20:47:56,bagu lumayan
Jarang buka e mail sih. Cm sekali kali aja. Jd ga begitu tau perkembangan nya,4,0,2021-05-26 00:23:58,jarang buka e mail sih cm kali aja jd ga tau perkembangan nya
"Tgl 25 sdh update, knp 29 lagi muncul update? Hanya berselang 4 hari!!",4,0,2022-04-29 14:06:54,tgl sdh updat knp muncul updat berselang
ok,4,0,2021-09-26 04:14:57,ok
"Baru enggeh saya, ternyata emg saldo penghasilan tidak dapat dibelajakan.",4,0,2022-01-22 14:34:56,enggeh emg saldo penghasilan dibelajakan
bagus,4,0,2022-03-05 06:27:33,bagu
Versi terbaru kok gk bisa instal ya?,4,0,2022-02-13 16:19:26,versi terbaru gk instal ya
lebih dipermudah lg,4,0,2021-10-31 11:56:19,dipermudah lg
selalu bikin pelanggan puas,4,0,2022-02-19 04:01:07,bikin pelanggan pua
👍,4,0,2022-04-24 06:55:42,
Tokopedia top,4,0,2021-12-04 23:00:12,tokopedia top
mencoba jdi seller,4,0,2021-07-16 16:50:59,mencoba jdi seller
"Aplikasi yang sangat membantu masyarakat,saya sangat suka tokopedia",4,0,2021-09-13 00:17:07,aplikasi membantu masyarakatsaya suka tokopedia
puas,4,0,2022-03-05 03:52:47,pua
Senang sekali,4,0,2021-07-27 10:32:42,senang
Lumayan,4,0,2021-06-26 05:35:57,lumayan
jos bget,4,0,2021-09-16 13:24:48,jo bget
sangat membantu tampilan tidak membingungkan,4,0,2021-12-12 01:15:02,membantu tampilan membingungkan
"Stlh di perbarui tambah lelet dan susah, transaksi yg menunggu konfirmasi jg gk terlihat, mohon secepatnya diperbaiki",4,0,2021-11-23 23:11:04,stlh perbarui lelet susah transaksi yg menunggu konfirmasi jg gk mohon secepatnya diperbaiki
👍👍👍,4,0,2022-03-02 00:10:44,
saya sangat puas dengan tokoh pedia,4,0,2021-08-21 02:45:02,pua tokoh pedia
Good luck,4,0,2021-07-03 11:03:03,good luck
Good,4,0,2021-09-01 13:37:55,good
Memang luaaar biasa...Tokopedia pancen terpercaya.oklsh,4,0,2021-09-28 18:21:00,luaaar biasatokopedia pancen terpercayaoklsh
Dr π,4,0,2021-08-17 10:53:59,dr
Ok,4,0,2021-11-18 16:24:38,ok
"Hr ini wu,my tiny bit ups😠et-.he🤕😄y cn. C, award for being @fire etc 4🏄😃😿",4,0,2021-06-08 16:04:20,hr wumi tini bit upsethey cn c award for be fire etc
Tokopedia memang mantap👍👍barang yg di kirim sesuai dengan pesanan,4,0,2021-07-16 16:51:39,tokopedia mantapbarang yg kirim sesuai pesanan
Ok,4,0,2022-05-27 10:23:37,ok
Mantap,4,0,2021-11-30 11:09:54,mantap
mantap,4,0,2021-09-11 06:29:44,mantap
giod,4,0,2022-02-02 09:12:07,giod
"Sekarang toped udah ky toko sebelah suruh klaim voucher jam 11 eh satu detik langsung abis, gratongnya jg skrang musti pke voucher n gk bs digabung sm voucher chasback, tp gk pa2 lah makasih udah bertahun tahun ngasih cuan belanja",4,0,2023-03-11 14:19:10,tope udah ky toko sebelah suruh klaim voucher jam eh detik langsung abi gratongnya jg skrang musti pke voucher n gk bs digabung sm voucher chasback tp gk pa makasih udah bertahun ngasih cuan belanja
Lumayan,4,0,2022-07-13 12:52:34,lumayan
bagussss,4,0,2022-05-24 20:38:11,bagussss
"Tolong tertibkan toko (nggak harus toko Ding, bisa produknya)yang menjual obat tanpa izin BPOM/MUI. Kadang hanya mengandalkan izin kapsul. Atau saran saya, penjual diharuskan meletakkan izin BPOM/MUI di deskripsi/gambar produk/nama produk. Atau bisa Tokopedia mengandeng BPOM/MUI (sehingga bisa dalam pengecekan obat yang sudah terdaftar mungkin tanpa harus keluar aplikasi toped untuk mengecek keamanan obat-obatan)",4,37,2023-02-25 09:11:08,tolong tertibkan toko nggak toko ding produknyayang menjual obat izin bpommui kadang mengandalkan izin kapsul saran penjual diharuskan meletakkan izin bpommui deskripsigambar produknama produk tokopedia mengandeng bpommui pengecekan obat terdaftar aplikasi tope mengecek keamanan obatobatan
good,4,0,2022-07-18 07:37:35,good
Ppnya ganyeselsih cuman ongkirnya mahal banget,4,0,2021-08-03 02:31:00,ppnya ganyeselsih cuman ongkirnya mahal banget
Bagus tp pengiriman barang kadang susah di lacak sudah nyampek mn paketnya,4,0,2022-04-01 23:16:13,bagu tp pengiriman barang kadang susah lacak nyampek mn paketnya
good,4,0,2021-07-06 07:17:32,good
"Halo kak , maaf sebelumnya. Saat ini saya merasakan kurang nyaman akibat memakai fitur ongkir gratis. Yang dimana membuat pengantaran barang di perlama. Yang saya rasakan ini sekarang hanyalah mereka tidak merespon pengantaran. Sebab tadi pagi pukul 9 seharunya melakukan pengantaran , namun waktu di ubah menjadi pukul 6 sore. Dan sekarang tidak di antar, dan ini mungkin saja mempengaruhi totalitas kerja jika menggunakan fitur gratis ongkir. Saran saya , gratis ongkir digunakan ketika event saja",4,411,2022-04-26 12:30:04,halo kak maaf merasakan nyaman akibat memakai fitur ongkir grati dimana pengantaran barang perlama rasakan merespon pengantaran pagi seharunya pengantaran ubah sore mempengaruhi totalita kerja fitur grati ongkir saran grati ongkir event
"Bismillahirrohmanirrohim 🤲 Aku baru pertama kali masuk/Instal tokopedia, mudahan pada Amanah 🤲",4,1,2021-05-16 15:06:22,bismillahirrohmanirrohim kali masukinst tokopedia mudahan amanah
good online shop,4,0,2021-06-06 13:20:03,good onlin shop
aplikasi sangat memuaskan,4,0,2021-11-03 05:00:42,aplikasi memuaskan
baik,4,0,2022-03-17 07:16:14,
Apk sngat bguss,4,0,2021-06-26 13:04:45,apk sngat bguss
Bagus bngt apk nya Pengiriman cpt,4,0,2022-03-06 12:22:49,bagu bngt apk nya pengiriman cpt
"Pelayanan yg selalu memuaskan, terima kasih.",4,0,2021-06-30 01:14:30,pelayanan yg memuaskan terima kasih
memuaskan,4,0,2021-12-22 04:12:56,memuaskan
oke,4,0,2021-12-22 07:58:13,oke
good,4,0,2022-07-19 08:55:57,good
Siip,4,0,2022-04-04 06:59:00,siip
Tokopedia emang the best....suka brg yg dipesan sesuai dgn gmbr kdg ada jg sih brg yg dipesen gk sesuai dgn pic ..sukses selalu tokopedia.,4,0,2021-09-29 16:53:54,tokopedia emang the bestsuka brg yg dipesan sesuai dgn gmbr kdg jg sih brg yg dipesen gk sesuai dgn pic suks tokopedia
mantap,4,0,2022-07-15 08:50:46,mantap
terbaik,4,0,2021-05-27 01:59:13,terbaik
"pelanggan baru,,,dicoba kasih 4 dulu semoga ke depannya makin banyak diskon",4,0,2022-03-21 14:13:55,pelanggan barudicoba kasih semoga depannya diskon
sayang ga bisa top up pulsa inject.. semua yang ada pake voucher fisik jd harus pake ongkir.. padahal cutomer maunya yg ga ribet,4,1,2022-04-23 08:51:30,sayang ga top up pulsa inject pake voucher fisik jd pake ongkir cutom maunya yg ga ribet
Klo bisa tambahin promonya seperti toko online lainnya,4,0,2021-10-30 09:19:42,klo tambahin promonya toko onlin
Memudahkan saya membayar tagihan,4,0,2022-04-06 14:21:34,memudahkan membayar tagihan
Okelah dr pd laine,4,0,2022-05-09 07:18:52,okelah dr pd lain
good pokoknya,4,0,2021-12-27 06:35:17,good pokoknya
Lumayan,4,3,2022-11-30 15:23:52,lumayan
awalnya satu tapi sekarang jadi empat. semakin baik.,4,0,2021-08-11 11:30:07,
bagus semangattt,4,0,2021-08-24 10:25:44,bagu semangattt
Saya melakukan transaksi tapi kenapa di batalkan otomatis? Padahal saya tidak melanggar apapun.,4,1,2022-02-25 14:37:42,transaksi batalkan otomati melanggar apapun
Gampang mencari barang,4,0,2022-05-31 08:07:46,gampang mencari barang
sangat mudah dan membantu,4,0,2022-08-26 08:17:21,mudah membantu
mantap,4,0,2022-02-26 15:01:57,mantap
"Mau tanya dong, untuk pembelian barang secara cicilan apakah menggunakan DP? Tolong jawabannya🙏🏻",4,1,2021-08-24 02:18:50,pembelian barang cicilan dp tolong jawabannya
cukup bagus,4,0,2022-04-17 17:34:44,bagu
perbanyak promo pembayaran tagihannya,4,0,2021-11-04 12:55:28,perbanyak promo pembayaran tagihannya
Sangat membantu berbelanja disaat pandemi,4,0,2021-08-28 03:24:24,membantu berbelanja disaat pandemi
bagus,4,0,2022-11-22 09:39:34,bagu
Bagus dan bermanfaat,4,0,2022-05-18 23:24:24,bagu bermanfaat
Ok,4,0,2022-05-25 00:54:08,ok
"Saya kasih bintang 4 dulu, karena baru jendral yg punya 4 bintang 😂😂😂",4,0,2021-10-17 03:52:26,kasih bintang jendral yg bintang
"Min, kenapa setelah pembayaran selesai pesanan barang dihapus sama pihak Tokopedia !!! Mohon penjelasannya",4,1,2021-06-24 05:26:43,min pembayaran selesai pesanan barang dihapu tokopedia mohon penjelasannya
Baru mau coba mudah2an baik,4,0,2023-02-20 02:26:03,coba mudahan
bgt,4,0,2022-07-07 12:35:16,bgt
"aplikasinya lumayan, tapi sepertinya banyak toko online yg abal-abal bergabung di Toped 😊",4,0,2022-05-18 11:26:59,aplikasinya lumayan toko onlin yg abalab bergabung tope
"Tokopedia, aktual dan terpercaya.",4,0,2022-07-07 00:41:19,tokopedia aktual terpercaya
Halo pembuat Tokopedia boleh gak keranjang nya gak di Batasin biar bisa belanja banyak,4,1,2021-05-16 02:25:39,halo pembuat tokopedia gak keranjang nya gak batasin biar belanja
baik,4,0,2022-07-11 05:11:05,
baru masuk dapet hadiah..mantul👍,4,0,2021-06-27 14:08:57,masuk dapet hadiahmantul
Toko pdi,4,0,2021-08-14 03:15:09,toko pdi
ok,4,0,2021-08-04 17:07:07,ok
semoga pelayanannya bisa terus memuaskan,4,1,2021-05-19 02:32:34,semoga pelayanannya memuaskan
mantaff 👍👍👍💙,4,0,2022-05-09 06:34:16,mantaff
"Cashback berubah byk yg hilang, padahal andalan disini karna cashback, klo begini terus mending pindah ke toko sebelah aja, w edit ulasan karna lucu liat komen chandra yg katanya disini point bisa dipake full, haha cobain aja sono di kebijakan skrg cashback point byk yg punah alias dihapus, haha makanya w lari ke toko sebelah, klo menurut gw sih skrg toko sebelah lebih menguntungkan",4,13,2021-11-03 00:20:18,cashback berubah byk yg hilang andalan karna cashback klo mend pindah toko sebelah aja w edit ulasan karna lucu liat komen chandra yg point dipak full haha cobain aja sono kebijakan skrg cashback point byk yg punah alia dihapu haha w lari toko sebelah klo gw sih skrg toko sebelah menguntungkan
bintang 4 dulu ya.. nanti kalo ok naik lagi bintangnya,4,1,2021-05-19 08:59:46,bintang ya kalo ok bintangnya
mantappp,4,0,2021-11-08 12:29:48,mantappp
Top,4,0,2021-11-02 02:52:19,top
Oke banget,4,0,2021-07-08 08:49:25,oke banget
Enak belanja di tokopidia,4,0,2021-06-30 14:50:04,enak belanja tokopidia
Bagus,4,0,2022-02-08 10:07:05,bagu
"sangat membantu,,trimakasih toko pedia😍",4,0,2021-09-25 05:27:47,membantutrimakasih toko pedia
mantap sekali tokopedia,4,0,2022-04-26 14:50:07,mantap tokopedia
ok,4,0,2021-07-26 21:41:07,ok
dtunggu y barangnya,4,0,2021-10-25 09:36:45,dtunggu y barangnya
keren,4,0,2021-08-09 15:50:18,keren
Trimaksih tokopedia sukses slalu,4,0,2021-08-25 14:17:26,trimaksih tokopedia suks slalu
bagus,4,0,2021-10-29 08:45:35,bagu
apk nya bagus banget membantu untuk prakerja,4,0,2021-09-24 01:35:09,apk nya bagu banget membantu prakerja
belanja makin mudah,4,0,2022-07-31 02:57:03,belanja mudah
wort it banget guys kalian wajib download yaa,4,0,2021-11-25 12:44:25,wort it banget guy wajib download yaa
aplikasi nya ga stabil sering delay,4,0,2022-07-30 13:44:29,aplikasi nya ga stabil delay
Sangat puas,4,0,2022-01-24 13:56:11,pua
App Nya Jozzz.....,4,0,2022-06-15 07:20:20,app nya jozzz
baik,4,0,2021-08-05 16:28:25,
lebih mural toko sebelah😘😘😘,4,0,2021-10-02 19:18:39,mural toko sebelah
baikkk,4,0,2022-01-21 13:00:25,baikkk
Aplikasinya ok.bgt,4,0,2021-07-07 19:37:30,aplikasinya okbgt
Tokopedia oke banget sih . Banyak banget promo nya . Cuma emang tokopedia cuma bisa bayar pake ovo sama bank aja yah .. saran yah tambahin dong pembayaran gopay gitu ..,4,1,2021-09-25 06:45:37,tokopedia oke banget sih banget promo nya emang tokopedia bayar pake ovo bank aja yah saran yah tambahin pembayaran gopay gitu
Pelayanan bagus,4,0,2021-09-01 01:49:23,pelayanan bagu
Saya sangat suka aplikasi ini..gampang banget kalau mau belanja onlin,4,0,2021-08-29 16:52:04,suka aplikasi inigampang banget belanja onlin
mantap,4,0,2022-01-07 21:47:29,mantap
cara belanja yg gampang,4,0,2022-07-03 12:35:14,belanja yg gampang
Mntap,4,0,2021-11-14 14:20:10,mntap
Mudah dan menyenangkan,4,0,2021-08-10 16:18:34,mudah menyenangkan
"kesan pertama disunity bags so, tapioca saying pengiriman via cod terbatas",4,0,2021-11-27 13:16:07,kesan disun bag so tapioca say pengiriman via cod terbata
"kadang"" keluar sendiri trus masuk lagi sendiri what happens with you tokped??",4,0,2021-05-28 00:30:36,kadang tru masuk what happen with you tokp
ya apk ini sudah bagus tapi saya gk punya tagihan apapun tapi disuruh bayar tagihan,4,0,2021-07-29 03:13:16,ya apk bagu gk tagihan apapun disuruh bayar tagihan
Ok,4,0,2021-10-09 05:16:05,ok
Ini harga mahal ongkir juga mahall gimana mau beli,4,0,2022-02-22 13:07:36,harga mahal ongkir mahal gimana beli
"Knp.gak COD spt toko sebelah.. padahal aku suka tokped, layanan ok, grts.ongkir, blm.lagi bnyk promo². Tp.syg gk.ad COD ny 🙏🙏",4,0,2021-11-30 12:31:29,knpgak cod spt toko sebelah suka tokp layanan ok grtsongkir blmlagi bnyk promo tpsyg gkad cod ny
Keren,4,0,2021-10-30 04:55:47,keren
Ahhhh mantap,4,0,2022-03-17 07:54:05,ahhhh mantap
"Mudah pilih barangnya simple tampilannya, banyak promo cashback dan diskonnya. Promo juga gampang dipake ga ribet kek toko oren....syukur dapet hadiah",4,0,2022-09-22 03:18:26,mudah pilih barangnya simpl tampilannya promo cashback diskonnya promo gampang dipak ga ribet kek toko orensyukur dapet hadiah
good,4,0,2021-10-19 10:54:33,good
Tapi ko Ki esempatan Tapi kalo yg h bgbbtbbbbtbbbbtbttbbrb nipi UIIpunya,4,0,2021-08-18 06:24:33,ko ki esempatan kalo yg h bgbbtbbbbtbbbbtbttbbrb nipi uiipunya
goood,4,0,2021-05-31 06:31:08,goood
"Terima kasih tokopedia karna telah memberi bonus untuk pengguna baru, saya sangat senang",4,0,2021-07-16 12:17:46,terima kasih tokopedia karna bonu pengguna senang
bagus,4,0,2021-07-15 11:13:02,bagu
siip,4,0,2021-12-30 11:09:13,siip
Bagus,4,0,2022-05-08 13:06:21,bagu
baru pertama pakai sementara kasih bintang 4 nanti liat kelanjutan semoga memuaskan,4,0,2021-08-16 04:45:04,pakai kasih bintang liat kelanjutan semoga memuaskan
mantap,4,0,2022-05-26 01:11:51,mantap
Tambah lemot ya tokped,4,0,2022-01-23 03:18:04,lemot ya tokp
dapat terus kebaikannya...,4,0,2022-06-22 01:20:04,kebaikannya
Belom ada .dn baru mau jd pelanggan,4,0,2021-06-22 14:53:50,belom dn jd pelanggan
Terima kasih,4,0,2021-05-26 21:44:23,terima kasih
Akhir2 ini proses di ekpedisinya lebih lambat. Biasanya 2 hr sampe. Ini hr ke 4 baru sampe di sortation area. Entah kpn sampainya krn sudah lewat estimasi tiba. Tlong tingkatkan trus pelayanannya. Jangan jd kendor krn sudah banyak pengguna 👍,4,1,2022-05-30 02:04:44,prose ekpedisinya lambat hr samp hr samp sortat area kpn sampainya krn estimasi tlong tingkatkan tru pelayanannya jd kendor krn pengguna
ntaps,4,0,2022-04-01 14:59:39,ntap
baik sekali,4,0,2021-11-07 07:52:56,
aku saat suka,4,0,2021-10-13 10:03:20,suka
banyak promonya,4,0,2022-08-10 13:15:30,promonya
Kak untuk pembayaran zakat eror..sllu gagal..mohon di perbaiki trimaksh,4,0,2022-04-26 13:21:33,kak pembayaran zakat erorsllu gagalmohon perbaiki trimaksh
Bagus,4,0,2021-08-18 10:07:27,bagu
Ini gimana ya saya mau kasih ulasan ga bisa bisa sama barang yang saya udah beli .,4,0,2022-05-10 16:24:37,gimana ya kasih ulasan ga barang udah beli
Ok,4,0,2021-08-14 10:55:59,ok
good,4,0,2022-01-18 16:27:28,good
mantab,4,0,2022-04-22 00:04:15,mantab
Tokopedia the best,4,0,2022-03-20 13:26:22,tokopedia the best
best,4,0,2021-12-09 13:27:56,best
Ok,4,0,2021-06-22 12:14:42,ok
Ok,4,0,2021-07-02 19:55:50,ok
aplikasi memuaskan,4,0,2021-08-07 19:03:33,aplikasi memuaskan
baik,4,0,2022-09-16 04:10:34,
Bagus,4,0,2021-07-06 13:07:10,bagu
sangat membantu karena bisa belajar menanam dengan lahan yang terbatas,4,0,2022-04-02 11:02:53,membantu belajar menanam lahan terbata
pop n DC,4,0,2022-02-18 13:24:42,pop n dc
mantap,4,0,2021-12-05 10:34:04,mantap
Bagus deh memuaskan pelayanannya,4,0,2021-06-28 01:44:29,bagu deh memuaskan pelayanannya
"App apaan nih... Ngadain promo cashback besar""an tapi gak mampu... Cuma gegayaan doang, alesan sistem... Kalo gak mampu bersaing mendingan gak usah kasih promo cashback.... Kalo bisa rating minus, w kasih dah..",4,0,2022-07-16 05:22:56,app nih ngadain promo cashback besaran gak gegayaan doang alesan sistem kalo gak bersa mendingan gak kasih promo cashback kalo rate minu w kasih dah
Kenapa susah skl di upgrade ya,4,0,2022-03-23 07:20:19,susah skl upgrad ya
Sangat membantu,4,0,2022-02-25 18:35:57,membantu
⭐⭐⭐⭐⭐,4,0,2023-02-06 03:51:34,
mantep,4,0,2021-06-22 01:05:55,mantep
terimakasih tokopedia,4,0,2021-05-17 13:37:34,terimakasih tokopedia
Wow ini aplikasi yang sngat bermanfaat bagi ibu/bapak bapak katena di aplikasi tokopedia sangat banyak barang barang yang berguna dan bisa langsung beli online,4,0,2022-01-15 15:08:11,wow aplikasi sngat bermanfaat ibubapak katena aplikasi tokopedia barang barang berguna langsung beli onlin
mantap banar,4,0,2021-09-24 13:25:45,mantap banar
aplikasi yang simple dan ga ribet Pelayanan Care customer respon baik,4,0,2022-08-04 04:46:03,aplikasi simpl ga ribet pelayanan care custom respon
"bintang 4 dulu, yg gratisan mudh2an bnr",4,0,2021-10-31 03:33:34,bintang yg gratisan mudhan bnr
Lumayan,4,0,2021-07-30 05:33:39,lumayan
Mantapppppppp,4,0,2021-06-14 16:01:56,mantapppppppp
Sering pas masukin keranjang pas pilih mode pembayaran.... Loading ... Trus ERTO.... HADUH... TOLONG PERBAIKI... padahal enak belanja dan sekarang di update susah gak tau knp.... Dan jangan lupa saya suka waktu iklan black pink toped....,4,0,2021-06-28 09:33:11,pa masukin keranjang pa pilih mode pembayaran load tru erto haduh tolong perbaiki enak belanja updat susah gak tau knp lupa suka iklan black pink tope
Sangat suka dgn aplikasi tokped.,4,0,2021-05-21 13:33:30,suka dgn aplikasi tokp
Kemarin belanja bisa COD kok sekarang sudah tidak bisa lagi. Wah gimana nih app nya. Dan tambah Tokopedia Pay dong biar lebih menarik,4,0,2022-08-31 17:59:34,kemarin belanja cod gimana nih app nya tokopedia pay biar menarik
Kok tidak bisa di instal kenapa ya?,4,0,2021-11-12 15:09:04,instal ya
krn msh baru coba dan lgsg dpt free smua y jd aku suka bgtttttt,4,0,2022-02-12 17:12:27,krn msh coba lgsg dpt free smua y jd suka bgtttttt
untuk aplikasi keseluruhan sudah baik hanya vrefikasi email yang sulit.. karena saat jaringan kurang stabil harus mengirim kode login berulang kali. jadi mohon di permudah min🙏,4,0,2021-09-23 17:45:07,aplikasi vrefikasi email sulit jaringan stabil mengirim kode login berulang kali mohon permudah min
Hapus aja sistem COD .. Banyak orang bodoh yang gak ngerti dengan sistem COD. Sehingga merugikan kurir yang mengantar,4,0,2022-06-16 09:28:21,hapu aja sistem cod orang bodoh gak ngerti sistem cod merugikan kurir mengantar
kerennnnnnn,4,0,2021-05-17 12:23:32,kerennnnnnn
trnsaksi lebih mudah dan cepat,4,0,2021-06-12 01:53:34,trnsaksi mudah cepat
Ok,4,0,2021-05-25 15:17:11,ok
Okelah,4,0,2021-06-23 12:26:55,okelah
"Tugas Selasa. Td, ac nya nya d Bb u.",4,0,2021-09-14 09:37:32,tuga selasa td ac nya nya d bb u
😘😍,4,0,2021-08-01 15:52:53,
"Sistem tracking barang yang tidak aktual. Entah itu dari kurir atau karena memang sistemnya lelet. Sejauh ini kurir yang paling bermasalah adalah si cepat, karena mungkin paling murah pelayanannya dan tidak sepenuh hati.",4,0,2022-11-03 09:37:53,sistem track barang aktual kurir sistemnya lelet kurir bermasalah si cepat murah pelayanannya sepenuh hati
Bintang empat dulu kalau baik lanjut,4,0,2022-06-05 06:18:18,bintang
4 bintang dulu yess,4,0,2021-10-19 11:54:47,bintang yess
UX nya agak membingungkan dibanding marketplace lain.,4,0,2023-01-03 05:53:45,ux nya membingungkan diband marketplac
Lumayan meski agak lemod,4,0,2021-10-28 14:52:08,lumayan lemod
Hay aku mau coba dlu,4,0,2022-01-12 05:53:57,hay coba dlu
Bagus,4,0,2022-05-23 14:02:32,bagu
Baru pertama kali belanja smoga jadi belum terlalu paham,4,1,2022-04-04 12:20:13,kali belanja smoga paham
nice app,4,0,2021-09-29 12:28:05,nice app
Tolong untuk seller/toko yang lama tidak aktif di filter aja biar memudahkan pembeli buat cari barang.,4,0,2022-04-03 12:21:51,tolong sellertoko aktif filter aja biar memudahkan pemb cari barang
bagus,4,0,2022-04-18 07:18:51,bagu
kasih segini dulu kalo sampe barang nya tak kasih full,4,0,2021-09-10 12:42:06,kasih segini kalo samp barang nya kasih full
okeh,4,0,2021-06-11 10:12:33,okeh
Mantaap,4,0,2021-09-28 09:08:56,mantaap
Manrap,4,0,2021-09-29 02:07:15,manrap
Barang lebih murah dibanding marketplace lainnya,4,0,2021-07-13 07:48:24,barang murah diband marketplac
Lebih aman,4,0,2021-06-30 23:31:36,aman
sangat membantu,4,0,2021-09-23 06:52:01,membantu
smoga pilihan smua produk makin bagus dan lengkap,4,0,2021-10-02 18:05:54,smoga pilihan smua produk bagu lengkap
Gopaylater nya ga bisa di gunakan 👎👎,4,0,2022-06-01 16:46:44,gopaylat nya ga
membantu lah,4,0,2022-08-26 10:38:54,membantu
Bagus,4,0,2021-05-17 22:21:36,bagu
suka banget belanja di tokopedia😊,4,0,2022-03-01 02:53:00,suka banget belanja tokopedia
good,4,0,2022-04-06 13:51:50,good
Siip,4,0,2021-06-21 15:37:41,siip
memuaskan,4,0,2022-04-18 14:55:31,memuaskan
Nipu awas,4,0,2021-11-16 12:09:55,nipu awa
Tambahin Cod Lah Pembelian nol rp,4,0,2021-11-24 03:40:03,tambahin cod pembelian nol rp
sangat bagus dan murah,4,0,2021-12-05 10:00:07,bagu murah
Saya kasih bintang 4 dulu kalo barang sampai dan benar nanti saya kasih bintang 5,4,0,2021-07-26 00:11:45,kasih bintang kalo barang kasih bintang
Mau coba dulu,4,0,2021-09-10 18:08:35,coba
"Tolong tokopoint panen telurnya di adakan lagi min, langka sekali sekarang hehe",4,0,2021-08-24 12:39:50,tolong tokopoint panen telurnya adakan min langka hehe
Tokopedia cepat sekali prosesnya untuk pelatihan prakerja,4,0,2021-05-27 01:49:17,tokopedia cepat prosesnya pelatihan prakerja
